transaction_id,date,hour,household_id,device_id,battery_level_start_pct,battery_level_end_pct,energy_delivered_wh,charge_duration_min,household_kerosene_use_l_this_week,is_simulated_fault_injected
T005138,2025-05-17,14,HH039,DEV0057,23.4,100.0,5.82,30.0,1.12,False
T005139,2025-05-17,19,HH040,DEV0059,5.3,95.4,2.79,18.9,0.55,False
T005140,2025-05-17,15,HH041,DEV0060,24.7,100.0,3.84,18.9,0.15,False
T005141,2025-05-17,14,HH043,DEV0064,33.3,100.0,30.75,152.6,0.6,False
T005142,2025-05-17,19,HH047,DEV0070,20.5,96.8,18.39,120.1,0.11,False
T005143,2025-05-17,19,HH049,DEV0073,18.2,96.9,3.31,20.1,0.08,False
T005144,2025-05-17,16,HH057,DEV0085,37.0,100.0,4.79,31.9,0.57,False
T005145,2025-05-17,15,HH058,DEV0086,21.0,100.0,2.84,14.1,0.3,False
T005146,2025-05-17,14,HH061,DEV0091,32.0,100.0,4.08,24.4,0.55,False
T005147,2025-05-17,19,HH062,DEV0092,33.9,100.0,21.61,100.8,0.45,False
T005148,2025-05-17,19,HH066,DEV0098,22.6,67.3,2.91,14.4,0.31,True
T005149,2025-05-17,15,HH067,DEV0099,31.4,100.0,5.49,26.4,0.82,False
T005150,2025-05-17,15,HH069,DEV0101,19.7,100.0,44.33,190.4,0.21,False
T005151,2025-05-17,19,HH072,DEV0104,21.9,100.0,22.88,152.5,0.06,False
T005152,2025-05-17,14,HH076,DEV0110,6.4,94.7,31.61,174.5,0.42,False
T005153,2025-05-17,13,HH077,DEV0112,11.3,98.2,6.34,30.1,0.53,False
T005154,2025-05-17,19,HH078,DEV0113,36.2,100.0,3.38,22.8,0.82,False
T005155,2025-05-17,15,HH079,DEV0115,25.6,100.0,36.6,233.8,0.27,False
T005156,2025-05-17,19,HH081,DEV0118,34.1,100.0,13.77,70.7,0.71,False
T005157,2025-05-17,13,HH084,DEV0123,24.5,100.0,3.78,25.1,0.79,False
T005158,2025-05-17,19,HH087,DEV0128,22.0,94.1,2.31,17.0,0.38,False
T005159,2025-05-17,15,HH097,DEV0141,37.6,100.0,3.24,20.3,0.48,False
T005160,2025-05-17,18,HH098,DEV0142,31.8,100.0,37.51,161.6,0.5,False
T005161,2025-05-17,15,HH102,DEV0148,8.4,95.7,23.13,99.9,1.25,False
T005162,2025-05-17,14,HH104,DEV0150,12.2,97.6,28.11,142.1,0.32,False
T005163,2025-05-17,14,HH108,DEV0155,32.7,100.0,30.22,139.6,0.49,False
T005164,2025-05-17,19,HH109,DEV0156,27.9,100.0,5.48,39.2,0.56,False
T005165,2025-05-17,16,HH112,DEV0163,10.1,84.9,25.22,156.2,0.37,False
T005166,2025-05-17,19,HH114,DEV0167,5.9,85.2,6.11,39.4,0.57,False
T005167,2025-05-17,14,HH115,DEV0169,21.3,96.7,30.44,141.6,0.64,False
T005168,2025-05-17,15,HH119,DEV0175,21.2,100.0,19.86,99.0,0.21,False
T005169,2025-05-17,13,HH120,DEV0176,22.3,100.0,4.97,24.6,0.4,False
T005170,2025-05-17,14,HH122,DEV0179,29.4,100.0,23.16,148.0,0.72,False
T005171,2025-05-17,16,HH125,DEV0182,15.1,98.4,27.42,196.1,0.39,False
T005172,2025-05-17,13,HH126,DEV0184,12.3,98.2,6.53,34.4,0.27,False
T005173,2025-05-17,18,HH127,DEV0186,5.2,85.8,40.71,266.4,0.24,False
T005174,2025-05-17,16,HH133,DEV0195,6.2,92.5,19.68,142.8,0.21,False
T005175,2025-05-17,19,HH134,DEV0196,18.5,100.0,6.03,28.9,0.21,False
T005176,2025-05-17,17,HH135,DEV0198,25.8,100.0,4.3,21.0,0.17,False
T005177,2025-05-17,16,HH138,DEV0203,33.2,100.0,22.78,124.5,0.26,False
T005178,2025-05-17,14,HH139,DEV0205,23.1,99.3,5.11,26.7,0.3,False
T005179,2025-05-18,13,HH001,DEV0001,14.1,90.0,26.11,116.5,0.34,False
T005180,2025-05-18,19,HH003,DEV0004,30.0,100.0,27.86,141.3,0.98,False
T005181,2025-05-18,14,HH005,DEV0006,29.6,100.0,2.75,18.6,0.32,False
T005182,2025-05-18,15,HH009,DEV0013,23.5,100.0,4.28,28.3,0.2,False
T005183,2025-05-18,16,HH011,DEV0015,37.9,100.0,37.01,240.3,0.72,False
T005184,2025-05-18,17,HH017,DEV0023,6.3,97.9,5.22,30.3,0.44,False
T005185,2025-05-18,17,HH022,DEV0031,39.2,100.0,12.34,75.3,0.48,False
T005186,2025-05-18,15,HH023,DEV0033,10.0,86.8,30.02,131.8,0.17,False
T005187,2025-05-18,17,HH031,DEV0046,7.8,91.3,43.44,187.9,0.34,False
T005188,2025-05-18,17,HH033,DEV0048,5.7,82.2,4.9,29.3,0.21,False
T005189,2025-05-18,15,HH038,DEV0055,28.0,100.0,2.66,14.9,0.58,False
T005190,2025-05-18,17,HH040,DEV0059,30.1,100.0,2.17,12.8,0.73,False
T005191,2025-05-18,14,HH044,DEV0066,25.7,97.2,22.39,130.9,0.82,False
T005192,2025-05-18,17,HH047,DEV0070,19.7,97.0,18.63,82.1,0.15,False
T005193,2025-05-18,16,HH048,DEV0071,27.4,100.0,29.4,151.5,0.08,False
T005194,2025-05-18,18,HH052,DEV0077,27.8,100.0,3.68,24.7,0.37,False
T005195,2025-05-18,19,HH055,DEV0081,13.7,100.0,3.62,16.1,1.09,False
T005196,2025-05-18,19,HH058,DEV0086,38.0,100.0,2.23,9.8,0.35,False
T005197,2025-05-18,16,HH062,DEV0092,22.4,100.0,25.38,128.0,0.36,False
T005198,2025-05-18,16,HH064,DEV0095,32.8,100.0,2.08,9.9,0.97,False
T005199,2025-05-18,17,HH065,DEV0096,8.6,78.6,34.64,167.4,0.83,False
T005200,2025-05-18,12,HH076,DEV0110,26.8,100.0,26.21,119.1,0.73,False
T005201,2025-05-18,13,HH077,DEV0112,18.8,96.8,5.69,36.4,0.53,False
T005202,2025-05-18,19,HH078,DEV0113,36.3,100.0,3.38,22.7,0.59,False
T005203,2025-05-18,13,HH079,DEV0115,39.2,100.0,29.91,210.4,0.22,False
T005204,2025-05-18,16,HH089,DEV0130,9.0,79.7,3.18,14.5,0.12,False
T005205,2025-05-18,18,HH090,DEV0131,16.8,100.0,46.68,299.7,0.57,False
T005206,2025-05-18,15,HH093,DEV0135,15.1,100.0,3.65,22.0,0.44,False
T005207,2025-05-18,15,HH095,DEV0139,11.3,100.0,22.0,103.4,0.68,False
T005208,2025-05-18,16,HH098,DEV0143,18.3,89.8,4.07,19.0,0.55,False
T005209,2025-05-18,19,HH099,DEV0144,28.1,100.0,5.54,34.7,0.27,False
T005210,2025-05-18,17,HH100,DEV0146,21.0,98.9,4.44,27.8,0.33,False
T005211,2025-05-18,15,HH101,DEV0147,28.9,98.3,2.5,12.1,0.07,False
T005212,2025-05-18,17,HH102,DEV0148,38.7,100.0,16.24,75.6,1.29,False
T005213,2025-05-18,19,HH103,DEV0149,24.4,99.2,3.21,14.0,0.64,False
T005214,2025-05-18,18,HH104,DEV0150,23.7,100.0,25.1,130.6,0.22,False
T005215,2025-05-18,16,HH109,DEV0157,33.4,100.0,4.13,28.8,0.61,False
T005216,2025-05-18,16,HH110,DEV0159,31.2,100.0,2.48,14.6,0.39,False
T005217,2025-05-18,16,HH113,DEV0164,18.9,98.5,17.2,97.2,0.44,False
T005218,2025-05-18,17,HH114,DEV0167,34.1,100.0,5.07,25.5,0.59,False
T005219,2025-05-18,15,HH121,DEV0177,37.5,100.0,3.56,15.5,0.57,False
T005220,2025-05-18,19,HH124,DEV0181,35.3,100.0,28.73,191.5,0.88,False
T005221,2025-05-18,15,HH130,DEV0189,28.1,100.0,5.1,30.7,0.28,False
T005222,2025-05-18,16,HH133,DEV0193,19.7,100.0,3.05,20.1,0.19,False
T005223,2025-05-18,19,HH134,DEV0196,6.4,90.6,6.23,32.8,0.28,False
T005224,2025-05-18,12,HH135,DEV0198,28.3,98.5,4.07,19.4,0.19,False
T005225,2025-05-18,12,HH136,DEV0199,8.4,93.6,39.3,188.3,0.42,False
T005226,2025-05-18,19,HH137,DEV0202,27.1,68.8,2.13,9.8,1.61,True
T005227,2025-05-18,18,HH140,DEV0206,15.8,87.5,18.5,82.5,0.66,False
T005228,2025-05-19,17,HH004,DEV0005,20.5,100.0,5.72,29.5,0.14,False
T005229,2025-05-19,16,HH006,DEV0007,7.8,91.9,17.32,99.8,0.57,False
T005230,2025-05-19,19,HH009,DEV0013,20.4,100.0,4.46,29.2,0.27,False
T005231,2025-05-19,14,HH011,DEV0015,14.8,89.8,44.73,200.9,0.64,False
T005232,2025-05-19,18,HH012,DEV0016,10.9,56.2,1.54,10.8,0.08,True
T005233,2025-05-19,19,HH015,DEV0020,17.3,93.7,2.6,13.2,0.51,False
T005234,2025-05-19,16,HH021,DEV0028,6.3,83.2,20.84,93.8,0.31,False
T005235,2025-05-19,19,HH022,DEV0031,13.1,86.1,14.82,68.5,0.36,False
T005236,2025-05-19,17,HH023,DEV0032,10.7,87.5,45.55,271.3,0.2,False
T005237,2025-05-19,18,HH024,DEV0034,32.4,100.0,39.55,262.8,0.85,False
T005238,2025-05-19,16,HH025,DEV0036,15.0,95.0,4.64,23.0,0.4,False
T005239,2025-05-19,15,HH028,DEV0040,26.3,100.0,28.45,170.8,0.38,False
T005240,2025-05-19,17,HH029,DEV0042,35.9,100.0,33.4,151.5,0.47,False
T005241,2025-05-19,17,HH030,DEV0044,19.2,100.0,2.83,15.7,0.13,False
T005242,2025-05-19,19,HH031,DEV0046,20.3,100.0,41.44,187.6,0.43,False
T005243,2025-05-19,18,HH032,DEV0047,10.0,97.1,5.31,28.8,0.53,False
T005244,2025-05-19,14,HH034,DEV0049,26.2,100.0,5.54,34.9,0.31,False
T005245,2025-05-19,19,HH038,DEV0054,6.4,94.1,27.98,170.2,0.57,False
T005246,2025-05-19,15,HH044,DEV0066,17.1,100.0,25.95,112.6,0.47,False
T005247,2025-05-19,14,HH049,DEV0073,25.0,96.5,3.0,14.1,0.06,False
T005248,2025-05-19,18,HH050,DEV0074,32.5,100.0,3.1,16.9,0.41,False
T005249,2025-05-19,18,HH051,DEV0075,39.3,100.0,2.97,13.5,0.5,False
T005250,2025-05-19,14,HH054,DEV0079,26.5,100.0,3.45,15.9,0.4,False
T005251,2025-05-19,19,HH056,DEV0082,22.6,98.2,3.55,25.4,0.41,False
T005252,2025-05-19,16,HH060,DEV0088,27.8,100.0,5.27,35.9,0.55,False
T005253,2025-05-19,16,HH061,DEV0090,5.1,83.9,5.99,37.5,0.6,False
T005254,2025-05-19,14,HH065,DEV0097,8.8,97.8,6.67,41.6,0.78,False
T005255,2025-05-19,14,HH069,DEV0101,13.7,85.3,39.51,198.3,0.17,False
T005256,2025-05-19,19,HH071,DEV0103,36.7,100.0,3.99,19.5,0.49,False
T005257,2025-05-19,17,HH074,DEV0107,17.5,98.5,40.75,299.6,0.25,False
T005258,2025-05-19,15,HH078,DEV0114,8.3,86.9,27.67,132.6,0.56,False
T005259,2025-05-19,13,HH079,DEV0115,6.7,90.5,41.24,306.0,0.25,False
T005260,2025-05-19,17,HH080,DEV0116,18.4,100.0,6.12,40.8,0.93,False
T005261,2025-05-19,17,HH083,DEV0122,39.9,100.0,23.26,111.2,0.47,False
T005262,2025-05-19,19,HH086,DEV0126,28.7,100.0,22.17,122.7,0.31,False
T005263,2025-05-19,14,HH092,DEV0134,17.4,100.0,36.92,163.7,0.51,False
T005264,2025-05-19,17,HH095,DEV0139,29.0,100.0,17.61,111.0,0.72,False
T005265,2025-05-19,13,HH101,DEV0147,11.5,100.0,3.19,14.8,0.05,False
T005266,2025-05-19,19,HH105,DEV0151,30.1,100.0,3.5,23.6,0.21,False
T005267,2025-05-19,19,HH106,DEV0152,32.8,100.0,35.41,224.8,0.23,False
T005268,2025-05-19,16,HH107,DEV0154,34.4,100.0,2.16,12.6,0.26,False
T005269,2025-05-19,17,HH108,DEV0155,26.5,100.0,33.0,152.7,0.61,False
T005270,2025-05-19,12,HH113,DEV0165,12.5,93.4,6.06,31.4,0.38,False
T005271,2025-05-19,17,HH115,DEV0169,9.2,91.2,33.13,185.0,0.72,False
T005272,2025-05-19,19,HH116,DEV0170,32.2,100.0,22.85,113.0,1.07,False
T005273,2025-05-19,12,HH117,DEV0171,36.8,100.0,2.28,11.4,0.44,False
T005274,2025-05-19,16,HH123,DEV0180,25.9,100.0,15.49,107.9,0.37,False
T005275,2025-05-19,12,HH125,DEV0183,38.4,100.0,3.33,19.5,0.24,False
T005276,2025-05-19,18,HH130,DEV0189,36.0,100.0,4.54,25.4,0.26,False
T005277,2025-05-19,16,HH135,DEV0198,22.2,96.1,4.28,23.1,0.1,False
T005278,2025-05-19,18,HH139,DEV0204,33.9,100.0,24.26,116.4,0.27,False
T005279,2025-05-20,13,HH003,DEV0004,37.9,100.0,24.72,113.4,0.93,False
T005280,2025-05-20,19,HH007,DEV0009,20.4,99.6,19.65,99.7,0.31,False
T005281,2025-05-20,16,HH008,DEV0011,29.6,99.8,4.49,30.1,1.5,False
T005282,2025-05-20,17,HH009,DEV0013,22.2,100.0,4.36,27.6,0.22,False
T005283,2025-05-20,14,HH012,DEV0016,19.4,59.1,1.35,8.0,0.13,True
T005284,2025-05-20,16,HH016,DEV0021,22.4,100.0,35.31,181.4,0.24,False
T005285,2025-05-20,15,HH017,DEV0023,22.3,100.0,4.43,22.8,0.8,False
T005286,2025-05-20,15,HH023,DEV0033,39.1,100.0,23.81,141.5,0.17,False
T005287,2025-05-20,18,HH036,DEV0052,24.3,100.0,5.6,35.8,0.62,False
T005288,2025-05-20,17,HH037,DEV0053,29.4,100.0,3.32,14.8,0.47,False
T005289,2025-05-20,16,HH038,DEV0054,20.7,100.0,25.3,125.5,0.58,False
T005290,2025-05-20,13,HH040,DEV0059,25.1,100.0,2.32,13.0,0.58,False
T005291,2025-05-20,18,HH046,DEV0068,40.0,100.0,28.2,145.9,0.1,False
T005292,2025-05-20,19,HH050,DEV0074,10.8,87.7,3.54,17.9,0.42,False
T005293,2025-05-20,13,HH052,DEV0077,34.3,100.0,3.35,19.4,0.34,False
T005294,2025-05-20,18,HH053,DEV0078,14.4,88.4,14.79,75.5,0.2,False
T005295,2025-05-20,16,HH054,DEV0079,33.3,100.0,3.13,14.8,0.33,False
T005296,2025-05-20,16,HH059,DEV0087,37.9,100.0,3.6,18.7,0.27,False
T005297,2025-05-20,19,HH063,DEV0093,23.6,100.0,21.93,120.2,0.52,False
T005298,2025-05-20,17,HH065,DEV0097,23.4,100.0,5.74,30.8,1.14,False
T005299,2025-05-20,19,HH066,DEV0098,18.9,58.1,2.55,11.7,0.35,True
T005300,2025-05-20,18,HH068,DEV0100,37.4,100.0,27.17,133.4,0.63,False
T005301,2025-05-20,13,HH070,DEV0102,34.1,100.0,2.17,10.0,0.28,False
T005302,2025-05-20,16,HH072,DEV0104,6.5,80.1,21.58,105.9,0.07,False
T005303,2025-05-20,18,HH073,DEV0106,5.2,88.5,5.33,23.3,0.25,False
T005304,2025-05-20,14,HH074,DEV0108,6.4,74.7,3.82,26.7,0.3,False
T005305,2025-05-20,16,HH081,DEV0118,11.2,91.1,16.69,96.9,0.73,False
T005306,2025-05-20,12,HH084,DEV0123,24.0,100.0,3.8,16.8,0.71,False
T005307,2025-05-20,15,HH089,DEV0130,22.8,100.0,3.47,19.7,0.16,False
T005308,2025-05-20,15,HH093,DEV0135,17.4,92.1,3.21,16.2,0.46,False
T005309,2025-05-20,13,HH095,DEV0138,6.9,92.9,24.33,129.1,0.69,False
T005310,2025-05-20,16,HH096,DEV0140,12.4,95.0,5.94,40.5,0.15,False
T005311,2025-05-20,14,HH101,DEV0147,16.9,100.0,2.99,17.7,0.09,False
T005312,2025-05-20,19,HH102,DEV0148,17.0,100.0,21.99,110.5,1.13,False
T005313,2025-05-20,19,HH103,DEV0149,21.3,100.0,3.38,22.8,0.77,False
T005314,2025-05-20,12,HH105,DEV0151,35.6,100.0,3.22,14.8,0.24,False
T005315,2025-05-20,14,HH106,DEV0152,30.2,100.0,36.78,172.4,0.15,False
T005316,2025-05-20,13,HH108,DEV0155,12.7,97.1,37.89,255.7,0.59,False
T005317,2025-05-20,15,HH110,DEV0159,9.0,95.6,3.12,19.1,0.44,False
T005318,2025-05-20,16,HH112,DEV0163,26.5,100.0,24.77,107.1,0.28,False
T005319,2025-05-20,15,HH117,DEV0171,22.5,100.0,2.79,12.6,0.41,False
T005320,2025-05-20,17,HH121,DEV0178,23.0,100.0,34.19,161.1,0.46,False
T005321,2025-05-20,17,HH123,DEV0180,17.6,100.0,17.22,110.8,0.23,False
T005322,2025-05-20,15,HH127,DEV0186,34.6,100.0,33.03,179.9,0.2,False
T005323,2025-05-20,16,HH128,DEV0187,33.6,100.0,2.79,16.4,0.17,False
T005324,2025-05-20,15,HH129,DEV0188,26.2,100.0,4.35,30.7,0.66,False
T005325,2025-05-20,16,HH132,DEV0191,27.2,100.0,18.56,82.1,0.45,False
T005326,2025-05-20,13,HH133,DEV0193,14.9,88.8,2.81,20.5,0.16,False
T005327,2025-05-20,18,HH134,DEV0196,18.7,94.2,5.58,25.7,0.3,False
T005328,2025-05-20,18,HH136,DEV0199,8.8,82.9,34.15,212.7,0.37,False
T005329,2025-05-20,9,HH137,DEV0200,13.8,97.3,2.92,14.7,1.96,False
T005330,2025-05-21,14,HH005,DEV0006,11.4,98.0,3.38,17.8,0.46,False
T005331,2025-05-21,16,HH024,DEV0034,19.5,100.0,47.09,287.3,0.72,False
T005332,2025-05-21,16,HH030,DEV0044,16.7,97.9,2.84,13.0,0.09,False
T005333,2025-05-21,10,HH031,DEV0046,18.3,92.9,38.78,176.9,0.46,False
T005334,2025-05-21,18,HH033,DEV0048,34.5,100.0,4.19,22.1,0.34,False
T005335,2025-05-21,15,HH038,DEV0055,14.9,100.0,3.15,19.4,0.88,False
T005336,2025-05-21,19,HH043,DEV0064,27.1,100.0,33.61,178.4,0.58,False
T005337,2025-05-21,16,HH044,DEV0066,36.6,100.0,19.84,105.2,0.7,False
T005338,2025-05-21,19,HH046,DEV0068,12.9,100.0,40.94,302.8,0.09,False
T005339,2025-05-21,17,HH048,DEV0072,5.5,91.8,6.73,40.9,0.06,False
T005340,2025-05-21,16,HH051,DEV0075,26.9,100.0,3.58,23.5,0.52,False
T005341,2025-05-21,19,HH056,DEV0083,10.9,48.4,8.21,46.0,0.62,True
T005342,2025-05-21,17,HH062,DEV0092,34.7,100.0,21.35,117.1,0.41,False
T005343,2025-05-21,19,HH063,DEV0094,20.5,99.5,2.69,14.0,0.53,False
T005344,2025-05-21,16,HH068,DEV0100,32.7,100.0,29.21,145.1,0.52,False
T005345,2025-05-21,19,HH069,DEV0101,12.4,96.3,46.34,232.9,0.16,False
T005346,2025-05-21,16,HH073,DEV0105,21.0,99.6,4.8,33.8,0.27,False
T005347,2025-05-21,19,HH074,DEV0107,37.7,100.0,31.34,190.6,0.23,False
T005348,2025-05-21,19,HH078,DEV0114,13.4,98.6,29.98,163.3,0.49,False
T005349,2025-05-21,17,HH083,DEV0122,37.7,100.0,24.11,120.1,0.34,False
T005350,2025-05-21,16,HH085,DEV0124,22.1,100.0,26.17,184.5,0.08,False
T005351,2025-05-21,13,HH092,DEV0134,33.7,100.0,29.64,169.8,0.51,False
T005352,2025-05-21,13,HH097,DEV0141,11.4,85.1,3.83,17.1,0.41,False
T005353,2025-05-21,12,HH098,DEV0142,22.0,95.5,40.42,174.3,0.7,False
T005354,2025-05-21,9,HH099,DEV0144,30.4,100.0,5.36,28.7,0.26,False
T005355,2025-05-21,18,HH102,DEV0148,26.3,100.0,19.53,98.7,1.32,False
T005356,2025-05-21,15,HH108,DEV0155,28.1,100.0,32.28,174.5,0.41,False
T005357,2025-05-21,17,HH110,DEV0160,27.1,100.0,26.03,184.9,0.34,False
T005358,2025-05-21,17,HH112,DEV0163,33.3,100.0,22.48,126.3,0.3,False
T005359,2025-05-21,16,HH113,DEV0165,19.1,100.0,6.07,26.9,0.36,False
T005360,2025-05-21,17,HH115,DEV0169,5.6,87.7,33.17,188.0,0.76,False
T005361,2025-05-21,13,HH116,DEV0170,16.0,89.1,24.62,112.7,0.7,False
T005362,2025-05-21,19,HH117,DEV0171,37.1,100.0,2.26,10.6,0.52,False
T005363,2025-05-21,17,HH118,DEV0173,21.5,100.0,3.61,17.3,0.23,False
T005364,2025-05-21,19,HH121,DEV0178,13.7,86.8,32.47,190.9,0.47,False
T005365,2025-05-21,15,HH124,DEV0181,28.0,100.0,31.97,143.6,0.62,False
T005366,2025-05-21,16,HH125,DEV0182,17.7,100.0,27.08,126.3,0.21,False
T005367,2025-05-21,15,HH128,DEV0187,5.5,84.6,3.32,19.5,0.11,False
T005368,2025-05-22,19,HH003,DEV0004,13.9,91.2,30.77,149.4,0.84,False
T005369,2025-05-22,17,HH005,DEV0006,13.2,100.0,3.39,15.2,0.38,False
T005370,2025-05-22,14,HH011,DEV0015,21.8,100.0,46.61,316.1,0.51,False
T005371,2025-05-22,19,HH015,DEV0020,36.0,100.0,2.18,10.5,0.67,False
T005372,2025-05-22,13,HH016,DEV0021,26.0,99.3,33.34,189.8,0.38,False
T005373,2025-05-22,17,HH018,DEV0025,38.5,100.0,24.72,137.2,0.54,False
T005374,2025-05-22,15,HH022,DEV0031,30.9,100.0,14.03,74.5,0.46,False
T005375,2025-05-22,18,HH024,DEV0034,19.6,99.4,46.69,224.3,0.54,False
T005376,2025-05-22,18,HH027,DEV0039,36.7,100.0,2.03,9.0,0.24,False
T005377,2025-05-22,19,HH028,DEV0040,10.1,86.8,29.63,132.8,0.4,False
T005378,2025-05-22,18,HH029,DEV0041,24.9,100.0,5.26,28.6,0.34,False
T005379,2025-05-22,16,HH033,DEV0048,37.3,100.0,4.01,28.7,0.21,False
T005380,2025-05-22,16,HH041,DEV0060,32.0,100.0,3.47,16.7,0.19,False
T005381,2025-05-22,16,HH042,DEV0061,29.8,100.0,29.2,199.4,0.35,False
T005382,2025-05-22,17,HH052,DEV0076,33.3,100.0,3.0,22.3,0.38,False
T005383,2025-05-22,14,HH055,DEV0080,39.5,100.0,18.39,98.0,1.07,False
T005384,2025-05-22,13,HH056,DEV0083,29.7,74.3,9.77,63.7,0.45,True
T005385,2025-05-22,17,HH062,DEV0092,34.4,100.0,21.45,108.0,0.39,False
T005386,2025-05-22,17,HH065,DEV0096,19.1,100.0,40.05,248.5,0.97,False
T005387,2025-05-22,14,HH068,DEV0100,21.5,100.0,34.07,157.3,0.9,False
T005388,2025-05-22,19,HH069,DEV0101,19.7,99.0,43.78,210.1,0.26,False
T005389,2025-05-22,18,HH072,DEV0104,10.8,87.8,22.57,152.2,0.08,False
T005390,2025-05-22,15,HH073,DEV0106,20.8,100.0,5.07,37.9,0.3,False
T005391,2025-05-22,18,HH075,DEV0109,32.2,100.0,27.66,140.1,0.36,False
T005392,2025-05-22,18,HH081,DEV0117,23.9,92.8,16.54,74.0,0.86,False
T005393,2025-05-22,14,HH085,DEV0124,27.8,100.0,24.26,139.1,0.06,False
T005394,2025-05-22,18,HH090,DEV0132,18.3,100.0,47.47,279.9,0.58,False
T005395,2025-05-22,17,HH092,DEV0134,19.3,98.0,35.18,212.4,0.45,False
T005396,2025-05-22,19,HH096,DEV0140,31.7,100.0,4.92,35.9,0.18,False
T005397,2025-05-22,19,HH099,DEV0144,34.1,100.0,5.07,34.3,0.2,False
T005398,2025-05-22,17,HH101,DEV0147,37.4,100.0,2.25,13.4,0.09,False
T005399,2025-05-22,15,HH103,DEV0149,7.9,100.0,3.96,18.5,1.04,False
T005400,2025-05-22,13,HH106,DEV0152,32.5,100.0,35.57,259.5,0.18,False
T005401,2025-05-22,12,HH108,DEV0155,28.8,100.0,31.97,163.6,0.73,False
T005402,2025-05-22,15,HH109,DEV0156,26.6,100.0,5.58,37.3,0.37,False
T005403,2025-05-22,16,HH110,DEV0160,5.7,77.6,25.66,136.5,0.33,False
T005404,2025-05-22,19,HH111,DEV0161,7.0,85.6,5.19,36.6,0.58,False
T005405,2025-05-22,14,HH113,DEV0164,28.3,100.0,15.49,80.6,0.25,False
T005406,2025-05-22,12,HH116,DEV0170,17.2,91.3,24.97,111.4,0.63,False
T005407,2025-05-22,19,HH117,DEV0171,28.8,100.0,2.56,13.3,0.43,False
T005408,2025-05-22,17,HH118,DEV0173,27.5,100.0,3.33,22.8,0.29,False
T005409,2025-05-22,16,HH126,DEV0184,35.8,100.0,4.88,24.6,0.36,False
T005410,2025-05-22,16,HH128,DEV0187,27.8,100.0,3.03,18.5,0.13,False
T005411,2025-05-22,16,HH129,DEV0188,12.8,91.4,4.64,21.5,0.54,False
T005412,2025-05-22,16,HH130,DEV0189,40.0,100.0,4.26,26.4,0.2,False
T005413,2025-05-22,15,HH132,DEV0192,30.7,100.0,3.46,22.3,0.42,False
T005414,2025-05-22,18,HH136,DEV0199,27.9,100.0,33.24,244.7,0.48,False
T005415,2025-05-22,15,HH138,DEV0203,19.0,100.0,27.62,175.8,0.2,False
T005416,2025-05-22,12,HH139,DEV0205,36.8,100.0,4.23,21.4,0.34,False
T005417,2025-05-23,11,HH001,DEV0001,8.8,93.1,28.99,134.4,0.44,False
T005418,2025-05-23,13,HH006,DEV0007,11.1,82.4,14.69,92.2,0.65,False
T005419,2025-05-23,19,HH007,DEV0008,37.4,100.0,2.38,10.9,0.27,False
T005420,2025-05-23,16,HH010,DEV0014,37.7,100.0,37.13,254.2,0.47,False
T005421,2025-05-23,16,HH013,DEV0018,38.0,100.0,4.65,24.3,0.87,False
T005422,2025-05-23,12,HH016,DEV0021,38.8,100.0,27.85,137.4,0.39,False
T005423,2025-05-23,19,HH020,DEV0027,17.1,94.2,2.7,13.7,0.2,False
T005424,2025-05-23,19,HH032,DEV0047,38.8,100.0,3.73,20.1,0.54,False
T005425,2025-05-23,15,HH033,DEV0048,6.7,95.5,5.69,33.8,0.27,False
T005426,2025-05-23,17,HH034,DEV0049,19.3,100.0,6.05,27.3,0.31,False
T005427,2025-05-23,17,HH039,DEV0057,27.0,100.0,5.55,26.5,0.72,False
T005428,2025-05-23,17,HH048,DEV0071,33.9,100.0,26.77,154.3,0.07,False
T005429,2025-05-23,17,HH052,DEV0077,35.0,100.0,3.32,18.3,0.33,False
T005430,2025-05-23,18,HH058,DEV0086,28.0,98.3,2.53,12.9,0.3,False
T005431,2025-05-23,18,HH061,DEV0091,23.0,98.7,4.54,29.3,0.45,False
T005432,2025-05-23,13,HH062,DEV0092,9.6,93.9,27.56,130.3,0.47,False
T005433,2025-05-23,19,HH063,DEV0094,8.3,98.7,3.08,21.1,0.63,False
T005434,2025-05-23,14,HH065,DEV0096,10.8,85.3,36.9,210.4,0.79,False
T005435,2025-05-23,15,HH067,DEV0099,10.3,86.3,6.08,33.2,0.55,False
T005436,2025-05-23,18,HH073,DEV0105,22.2,100.0,4.75,20.8,0.21,False
T005437,2025-05-23,19,HH074,DEV0107,27.8,100.0,36.32,184.1,0.36,False
T005438,2025-05-23,17,HH075,DEV0109,27.4,100.0,29.62,144.1,0.43,False
T005439,2025-05-23,19,HH076,DEV0110,5.4,80.7,26.95,139.3,0.61,False
T005440,2025-05-23,18,HH083,DEV0122,11.2,90.9,30.84,192.2,0.27,False
T005441,2025-05-23,19,HH086,DEV0125,14.7,100.0,2.99,20.8,0.24,False
T005442,2025-05-23,17,HH087,DEV0128,38.7,100.0,1.96,13.9,0.31,False
T005443,2025-05-23,18,HH088,DEV0129,28.9,100.0,32.78,160.2,0.33,False
T005444,2025-05-23,19,HH089,DEV0130,25.4,100.0,3.36,24.8,0.14,False
T005445,2025-05-23,15,HH090,DEV0132,27.1,100.0,42.35,188.0,0.46,False
T005446,2025-05-23,19,HH092,DEV0134,37.9,100.0,27.76,167.0,0.51,False
